Date,Predicted_start_count,Predicted_end_count
2024-02-14,805.7636501453817,820.2413469329477
2024-02-15,799.3135827817023,826.1391116231681
2024-02-16,781.9815698228776,816.1127493679525
2024-02-17,770.9396783001721,805.6671098470689
2024-02-18,768.237613055855,798.2112181894482
2024-02-19,770.1247086711228,791.4872176349164
2024-02-20,885.5415272414684,896.529007703066
2024-02-21,909.0699282921852,926.9836294017732
2024-02-22,887.7781809084117,917.827761694789
2024-02-23,857.5845770835876,894.6536935009063
2024-02-24,835.682934127748,872.8812978267671
2024-02-25,823.6480757966638,855.3588422760369
2024-02-26,817.3071297295392,839.372753173113
2024-02-27,926.9764741249382,937.2663232013584
2024-02-28,944.1722889095544,959.3516277708114
2024-02-29,917.1791572272778,944.7336483523252
2024-03-01,882.3720529451966,916.736637607217
2024-03-02,891.3621681705117,925.0436237566174
2024-03-03,920.6311632059516,950.6218236610296
2024-03-04,957.6999265775084,981.3894280195236
2024-03-05,1179.7124940268695,1195.6094985194504
2024-03-06,1330.8102750182152,1361.9152653366327
2024-03-07,1447.4249125123024,1515.4869973808527
2024-03-08,1557.726642563939,1663.3239842206242
2024-03-09,1669.334868952632,1806.4462409913544
2024-03-10,1767.103407755494,1925.163964390755
2024-03-11,1827.193361595273,1990.2271803319456
2024-03-12,2130.659909255802,2290.4125891923904
2024-03-13,2328.6214771196246,2497.8137980252504
2024-03-14,2457.262835085392,2656.0551162809134
2024-03-15,2544.497432753444,2764.151345655322
2024-03-16,2602.741720080376,2830.1206843853
2024-03-17,2621.867169290781,2843.9798486679792
2024-03-18,2583.109652131796,2785.050886318088
2024-03-19,2834.2439933419228,3000.7706623226404
2024-03-20,2975.1715955138206,3117.88828676939
2024-03-21,3050.785625874996,3194.902232542634
2024-03-22,3076.641824617982,3217.7488602399826
2024-03-23,3069.325149208308,3201.559918835759
2024-03-24,3021.691150933504,3141.5778948664665
2024-03-25,2913.531601399184,3017.219844788313
2024-03-26,3112.117860943079,3184.688803583384
2024-03-27,3178.144013315439,3246.850715264678
2024-03-28,3234.269793897867,3304.615969285369
2024-03-29,3227.0800690948963,3302.783069655299
2024-03-30,3175.011085405946,3259.45057246089
2024-03-31,3078.261406600476,3172.3244025856256
2024-04-01,2937.858770340681,3027.6536819934845
2024-04-02,3212.7106808424,3276.9103282094
2024-04-03,3505.790804564953,3556.7373325824738
2024-04-04,3912.0451747477055,4000.0866013765335
2024-04-05,4320.144323676825,4466.74603381753
2024-04-06,4665.609771877527,4883.846067294478
2024-04-07,4899.210725098848,5177.61308181286
2024-04-08,4979.0670955479145,5305.229751259089
2024-04-09,5863.935906201601,6194.227970063687
2024-04-10,7129.155244827271,7450.591558992864
2024-04-11,8797.847285330296,9023.816048651934
2024-04-12,10272.06520062685,10348.235920786858
2024-04-13,10086.96825683117,10334.206508100033
2024-04-14,5418.33927667141,6238.28070357442
2024-04-15,3369.735856682062,2315.072642698884
2024-04-16,5912.02029800415,6047.314514428378
2024-04-17,7009.652407050133,7037.274462759496
2024-04-18,8054.07179325819,7753.826096117497
2024-04-19,8374.496308267117,7872.292430192233
2024-04-20,6606.5685468912125,6320.592413812877
2024-04-21,4171.67603302002,4094.454377114773
2024-04-22,4284.37384480238,4388.533857941628
2024-04-23,5294.289298981428,5235.740666925908
2024-04-24,6369.610652685165,6122.832811743022
2024-04-25,6937.1609473228455,6725.415973544122
2024-04-26,7144.0945791602135,7038.729098170997
2024-04-27,6681.464078247547,6371.226118564607
2024-04-28,6373.664194434881,5069.532785564662
2024-04-29,6216.887593209744,5313.366857826711
2024-04-30,6680.559740126133,6276.805232405663
2024-05-01,7334.358323872089,6843.581348568202
2024-05-02,8098.77320292592,7930.463683873416
2024-05-03,8754.041927963495,8982.229409009218
2024-05-04,8727.98834913969,9646.730469614267
2024-05-05,7766.898275852203,8946.61238065362
2024-05-06,7125.165622264147,6523.257058292628
2024-05-07,7656.178407788277,8332.41515007615
2024-05-08,8354.581338733435,9950.696750313044
2024-05-09,9218.328409284351,11623.798336684704
2024-05-10,9867.82842773199,12580.383106529713
2024-05-11,9578.233083367348,11430.874143362043
2024-05-12,8176.10831657052,4614.446408852935
2024-05-13,7554.052711099386,6719.276999026538
2024-05-14,8023.655729949474,8637.038229644299
2024-05-15,8676.230971485376,9258.997843265532
2024-05-16,9511.967825889587,10000.67542654276
2024-05-17,10167.23299986124,10378.687075555325
2024-05-18,9976.492820471523,9884.70351189375
2024-05-19,8570.265980690718,9057.03602668643
2024-05-20,7868.771255016327,9024.854652434587
2024-05-21,8418.263195753098,9399.587618142366
2024-05-22,9123.04502478242,9970.266760110855
2024-05-23,10019.993969857693,10752.445169985294
2024-05-24,10807.851210594175,11473.687043607237
2024-05-25,10630.798614799976,11391.954827070236
2024-05-26,8620.18982464075,8978.94954547286
2024-05-27,7971.150261074305,8995.92127546668
2024-05-28,8824.281420052052,9692.561221987007
2024-05-29,9625.681834369898,10363.745343863964
2024-05-30,10575.69080644846,11236.29880607128
2024-05-31,11467.69607591629,12098.737683713436
2024-06-01,11314.968281686306,11958.43647545576
2024-06-02,8666.915933728218,8313.989374786615
2024-06-03,8331.6526979208,8921.567866712809
2024-06-04,9357.84150353074,9895.123186320066
2024-06-05,10267.92465776205,10760.791767656803
2024-06-06,11516.91740065813,11921.660459697248
2024-06-07,12815.103059768677,13102.866902172564
2024-06-08,12209.950528085232,12757.609039723871
2024-06-09,7448.710932374001,6304.61502891779
2024-06-10,9025.7617983222,7841.618801772595
2024-06-11,9738.757242828608,9439.108852535486
2024-06-12,10558.214827358725,10085.718192636969
2024-06-13,11751.04983007908,11032.011343181131
2024-06-14,13149.993433654308,11807.530886530876
2024-06-15,12836.19639134407,10845.016633272173
2024-06-16,8875.681323736906,9090.685609012842
2024-06-17,10118.205800056458,10086.505407094955
2024-06-18,10610.370516240597,10806.29205518961
2024-06-19,11476.4352491498,11555.720219194887
2024-06-20,12897.459380626678,13272.279702365398
2024-06-21,14476.071531891825,14884.713255167007
2024-06-22,13590.965983510016,15468.610400617124
2024-06-23,9312.786170959473,13888.738256633282
2024-06-24,11168.42999535799,7433.544884294272
2024-06-25,11485.252545833588,12457.640203356745
2024-06-26,12372.584612548351,13780.87571310997
2024-06-27,13842.194427967072,15575.09797435999
2024-06-28,15362.89461249113,15310.711939632893
2024-06-29,14171.510812044144,13673.589122593405
2024-06-30,10542.67891395092,7589.821707099677
2024-07-01,12153.248291134834,9092.18214264512
2024-07-02,12395.490171432495,12212.12253075838
2024-07-03,13277.17012488842,11385.38447791338
2024-07-04,14940.331972062588,14150.282293736936
2024-07-05,16267.882578969002,15997.141702830791
2024-07-06,14641.11087167263,14162.993387758732
2024-07-07,11849.040310502052,7467.534373313189
2024-07-08,13335.402871251106,12111.506609082222
2024-07-09,13640.174287676811,11740.015739500524
2024-07-10,14542.994920253754,10997.28656989336
2024-07-11,16153.793933033943,13360.438279807568
2024-07-12,17078.18729108572,16247.821708321571
2024-07-13,15346.170275688171,16249.864689171314
2024-07-14,13337.237588644028,14446.975987493992
2024-07-15,14436.40257447958,13367.649494707584
2024-07-16,14845.81916886568,14429.591176450253
2024-07-17,15814.77603685856,13722.487296819689
2024-07-18,17400.341175198555,16339.40885847807
2024-07-19,17682.201114296913,16972.331643164158
2024-07-20,15576.071018218994,16331.71138817072
2024-07-21,13788.90713274479,14915.657746732237
2024-07-22,14809.483478665352,13738.932643532751
2024-07-23,15268.478871762753,15733.680969655514
2024-07-24,16276.312809467316,16555.384154617786
2024-07-25,17790.577278852463,17911.734601795673
